,Prey Gene,Bait Gene,Prey_uniprot,Bait_uniprot,Bait_SaPS-10fea,Bait_PdPS-10fea,Prey_SaPS-10fea,Prey_PdPS-10fea
719,FOXP2,OTX2,O15409,P32243,0.369057357311248,0.065365053713321,0.834200203418731,0.520618975162506
720,TNRC18,OTX2,O15417,P32243,0.369057357311248,0.065365053713321,0.851553082466125,0.8756526112556451
721,ZEB2,OTX2,O60315,P32243,0.369057357311248,0.065365053713321,0.9134694337844841,0.701518595218658
722,EYA4,OTX2,O95677,P32243,0.369057357311248,0.065365053713321,0.920278668403625,0.846840262413024
723,SKI,OTX2,P12755,P32243,0.369057357311248,0.065365053713321,0.10431753098964601,0.113735496997833
724,SOX5,OTX2,P35711,P32243,0.369057357311248,0.065365053713321,0.811525464057922,0.492660135030746
725,PBX2,OTX2,P40425,P32243,0.369057357311248,0.065365053713321,0.586033761501312,0.352251768112182
726,MECOM,OTX2,Q03112,P32243,0.369057357311248,0.065365053713321,0.083625748753547,0.11049000918865201
727,TLE4,OTX2,Q04727,P32243,0.369057357311248,0.065365053713321,0.737237334251403,0.723351418972015
728,SMARCD3,OTX2,Q6STE5,P32243,0.369057357311248,0.065365053713321,0.37719455361366205,0.727510631084442
729,LDB1,OTX2,Q86U70,P32243,0.369057357311248,0.065365053713321,0.7908104062080381,0.5877143144607541
730,SORT1,OTX2,Q99523,P32243,0.369057357311248,0.065365053713321,0.045095242559909,0.093806087970733
731,IKZF3,OTX2,Q9UKT9,P32243,0.369057357311248,0.065365053713321,0.16509416699409402,0.393107622861862
732,,OTX2,Q9Y3Y4,P32243,0.369057357311248,0.065365053713321,0.8475290536880491,0.41808575391769404
733,DNTTIP1,OTX2,Q9H147,P32243,0.369057357311248,0.065365053713321,0.055550336837768007,0.48788499832153304
734,BCL9,OTX2,O00512,P32243,0.369057357311248,0.065365053713321,0.9453983306884761,0.8145538568496701
735,ARID1A,OTX2,O14497,P32243,0.369057357311248,0.065365053713321,0.9357618093490601,0.8561372756958001
736,KMT2D,OTX2,O14686,P32243,0.369057357311248,0.065365053713321,0.9250968098640441,0.841981589794158
737,ZNF609,OTX2,O15014,P32243,0.369057357311248,0.065365053713321,0.9231745004653931,0.8320931196212761
738,ZNF536,OTX2,O15090,P32243,0.369057357311248,0.065365053713321,0.101045347750186,0.072728842496871
739,TRIM24,OTX2,O15164,P32243,0.369057357311248,0.065365053713321,0.8822690844535821,0.872316837310791
740,KDM6A,OTX2,O15550,P32243,0.369057357311248,0.065365053713321,0.5759890675544731,0.601444602012634
741,SS18L1,OTX2,O75177,P32243,0.369057357311248,0.065365053713321,0.755096077919006,0.391527593135833
742,ZNF217,OTX2,O75362,P32243,0.369057357311248,0.065365053713321,0.8150327801704401,0.7866553068161011
743,WIZ,OTX2,O95785,P32243,0.369057357311248,0.065365053713321,0.31783673167228704,0.422071635723114
744,ATXN1L,OTX2,P0C7T5,P32243,0.369057357311248,0.065365053713321,0.604762971401214,0.5280242562294001
745,NR2C1,OTX2,P13056,P32243,0.369057357311248,0.065365053713321,0.044650953263044,0.040081974118947004
746,HIVEP1,OTX2,P15822,P32243,0.369057357311248,0.065365053713321,0.826698005199432,0.755466997623443
747,ARNT,OTX2,P27540,P32243,0.369057357311248,0.065365053713321,0.24580805003643003,0.28137129545211703
748,ATXN1,OTX2,P54253,P32243,0.369057357311248,0.065365053713321,0.9156587719917291,0.7998522520065301
749,ATN1,OTX2,P54259,P32243,0.369057357311248,0.065365053713321,0.9291383028030391,0.795231759548187
750,,OTX2,Q01543,P32243,0.369057357311248,0.065365053713321,0.8463196754455561,0.8938462138175961
751,TFAP4,OTX2,Q01664,P32243,0.369057357311248,0.065365053713321,0.19351574778556802,0.813176035881042
752,TLE3,OTX2,Q04726,P32243,0.369057357311248,0.065365053713321,0.7433589696884151,0.8980054855346681
753,EP300,OTX2,Q09472,P32243,0.369057357311248,0.065365053713321,0.9226801991462701,0.7266434431076051
754,NFIA,OTX2,Q12857,P32243,0.369057357311248,0.065365053713321,0.8423302769660951,0.804248690605163
755,ZFHX3,OTX2,Q15911,P32243,0.369057357311248,0.065365053713321,0.871009528636932,0.671064734458923
756,ARID4B,OTX2,Q4LE39,P32243,0.369057357311248,0.065365053713321,0.8699061274528501,0.8166902661323541
757,BCL7A,OTX2,Q4VC05,P32243,0.369057357311248,0.065365053713321,0.8966324925422661,0.9380882978439331
758,ARID2,OTX2,Q68CP9,P32243,0.369057357311248,0.065365053713321,0.886040866374969,0.5421098470687861
759,ZNF746,OTX2,Q6NUN9,P32243,0.369057357311248,0.065365053713321,0.588314294815063,0.216713339090347
760,MIDEAS,OTX2,Q6PJG2,P32243,0.369057357311248,0.065365053713321,0.9349083900451661,0.8523517847061151
761,C15orf39,OTX2,Q6ZRI6,P32243,0.369057357311248,0.065365053713321,0.571849286556243,0.473922491073608
762,PAXIP1,OTX2,Q6ZW49,P32243,0.369057357311248,0.065365053713321,0.643753767013549,0.7459143996238701
763,POGZ,OTX2,Q7Z3K3,P32243,0.369057357311248,0.065365053713321,0.7502111196517941,0.7358680963516231
764,PCGF5,OTX2,Q86SE9,P32243,0.369057357311248,0.065365053713321,0.070946343243122,0.119246318936347
765,ZFHX4,OTX2,Q86UP3,P32243,0.369057357311248,0.065365053713321,0.7563455104827881,0.586164414882659
766,BCL9L,OTX2,Q86UU0,P32243,0.369057357311248,0.065365053713321,0.945184350013732,0.640317142009735
767,FOXP4,OTX2,Q8IVH2,P32243,0.369057357311248,0.065365053713321,0.8586987257003781,0.825622200965881
768,MGA,OTX2,Q8IWI9,P32243,0.369057357311248,0.065365053713321,0.89863908290863,0.6139672994613641
769,YAF2,OTX2,Q8IY57,P32243,0.369057357311248,0.065365053713321,0.7910550236701961,0.9381947517395021
770,KMT2C,OTX2,Q8NEZ4,P32243,0.369057357311248,0.065365053713321,0.8075259923934931,0.7091149687767021
771,ARID1B,OTX2,Q8NFD5,P32243,0.369057357311248,0.065365053713321,0.9302569627761841,0.7795838117599481
772,KDM2B,OTX2,Q8NHM5,P32243,0.369057357311248,0.065365053713321,0.645229220390319,0.870698809623718
773,MORC4,OTX2,Q8TE76,P32243,0.369057357311248,0.065365053713321,0.05171655490994401,0.32281261682510304
774,ZNF516,OTX2,Q92618,P32243,0.369057357311248,0.065365053713321,0.189256697893142,0.46801382303237904
775,RREB1,OTX2,Q92766,P32243,0.369057357311248,0.065365053713321,0.8091465830802911,0.41972094774246205
776,DPF1,OTX2,Q92782,P32243,0.369057357311248,0.065365053713321,0.054040540009737,0.122460380196571
777,CREBBP,OTX2,Q92793,P32243,0.369057357311248,0.065365053713321,0.922878623008728,0.5410744547843931
