Prey Gene,Bait Gene,Prey_uniprot,Bait_uniprot,Bait_SaPS-10fea,Bait_PdPS-10fea,Prey_SaPS-10fea,Prey_PdPS-10fea
MARCHF5,SC35,Q9NX47,Q01130,0.906741142,0.957755446,0.127407044,0.040041845
SEPTIN2,SC35,Q15019,Q01130,0.906741142,0.957755446,0.414751619,0.93663466
SEPTIN6,SC35,Q14141,Q01130,0.906741142,0.957755446,0.521467149,0.860402226
SEPTIN7,SC35,Q16181,Q01130,0.906741142,0.957755446,0.751222432,0.883992851
SEPTIN8,SC35,Q92599,Q01130,0.906741142,0.957755446,0.420906961,0.779227316
SEPTIN9,SC35,Q9UHD8,Q01130,0.906741142,0.957755446,0.773607671,0.906700313
SEPTIN10,SC35,Q9P0V9,Q01130,0.906741142,0.957755446,0.166569412,0.491309345
SEPTIN11,SC35,Q9NVA2,Q01130,0.906741142,0.957755446,0.488896072,0.821433663
AAAS,SC35,Q9NRG9,Q01130,0.906741142,0.957755446,0.144291878,0.192274094
AAK1,SC35,Q2M2I8,Q01130,0.906741142,0.957755446,0.9106251,0.814203858
AARSD1,SC35,Q9BTE6,Q01130,0.906741142,0.957755446,0.06841962,0.285605252
AASDHPPT,SC35,Q9NRN7,Q01130,0.906741142,0.957755446,0.052218914,0.223225355
AATF,SC35,Q9NY61,Q01130,0.906741142,0.957755446,0.897929192,0.75969851
ABCD3,SC35,P28288,Q01130,0.906741142,0.957755446,0.146293119,0.291207552
ABCE1,SC35,P61221,Q01130,0.906741142,0.957755446,0.092730425,0.247358233
ABCF1,SC35,Q8NE71,Q01130,0.906741142,0.957755446,0.666054845,0.901247144
ABCF3,SC35,Q9NUQ8,Q01130,0.906741142,0.957755446,0.093172871,0.697495103
ABHD14B,SC35,Q96IU4,Q01130,0.906741142,0.957755446,0.121450029,0.038719144
ABI1,SC35,Q8IZP0,Q01130,0.906741142,0.957755446,0.887920976,0.941683114
ABLIM1,SC35,O14639,Q01130,0.906741142,0.957755446,0.780885816,0.95376575
ABT1,SC35,Q9ULW3,Q01130,0.906741142,0.957755446,0.627983093,0.615196109
ACACA,SC35,Q13085,Q01130,0.906741142,0.957755446,0.292677075,0.486463487
ACADVL,SC35,P49748,Q01130,0.906741142,0.957755446,0.06660296,0.100884065
ACAP2,SC35,Q15057,Q01130,0.906741142,0.957755446,0.637947679,0.794360757
ACBD3,SC35,Q9H3P7,Q01130,0.906741142,0.957755446,0.925505757,0.951322079
ACIN1,SC35,Q9UKV3,Q01130,0.906741142,0.957755446,0.904090106,0.84783715
ACLY,SC35,P53396,Q01130,0.906741142,0.957755446,0.528128922,0.746000767
ACO1,SC35,P21399,Q01130,0.906741142,0.957755446,0.071709782,0.302760571
ACO2,SC35,Q99798,Q01130,0.906741142,0.957755446,0.178093046,0.692571104
ACOX1,SC35,Q15067,Q01130,0.906741142,0.957755446,0.058730524,0.313606441
ACP1,SC35,P24666,Q01130,0.906741142,0.957755446,0.367453396,0.862627208
ACSL3,SC35,O95573,Q01130,0.906741142,0.957755446,0.059938263,0.291802227
ACSL4,SC35,O60488,Q01130,0.906741142,0.957755446,0.424210012,0.473611593
ACTA1,SC35,P68133,Q01130,0.906741142,0.957755446,0.476950556,0.55033195
ACTC1,SC35,P68032,Q01130,0.906741142,0.957755446,0.502290606,0.545685053
ACTG2,SC35,P63267,Q01130,0.906741142,0.957755446,0.493482023,0.533475757
ACTA2,SC35,P62736,Q01130,0.906741142,0.957755446,0.4744187,0.585259795
ACTB,SC35,P60709,Q01130,0.906741142,0.957755446,0.498498768,0.541361809
ACTG1,SC35,P63261,Q01130,0.906741142,0.957755446,0.484309137,0.554189801
ACTL6A,SC35,O96019,Q01130,0.906741142,0.957755446,0.055863876,0.270887017
