,protein_list,cos.sim,mean_cossim,pv
0,"P56199Q99697,Q8IV56Q99697,Q15842Q99697,Q99697Q9UKJ3,O14653Q99697,P09228Q99697,Q96MT4Q99697,Q8IYT4Q99697,Q96N28Q99697,O60469Q99697,Q6L9W6Q99697,O77932Q99697,P86478Q99697,Q16581Q99697,Q96HW7Q99697,Q99697Q9Y2X0,Q8TAM6Q99697,Q99697Q9HCL2,Q8N129Q99697,P31260Q99697,Q99697Q9P2H3,Q8IY22Q99697,Q68DC2Q99697,Q8N5I2Q99697,P55084Q99697,Q8NEQ6Q99697,O60292Q99697,P27815Q99697","0.3498818278312683,0.2533319294452667,0.233859583735466,0.4583093523979187,0.4079614579677582,0.4322090744972229,0.1380304396152496,0.1886140555143356,0.3218179047107696,0.2092255651950836,0.3305481970310211,0.2848775386810303,0.5871376991271973,0.4689454138278961,0.3675345778465271,0.5911968946456909,0.164002388715744,0.2522764801979065,0.2008749991655349,0.383253663778305,0.2261314690113067,0.2268905341625213,0.3396358489990234,0.5304069519042969,0.3382859826087951,0.4549773335456848,0.5353432893753052,0.3735409080982208",0.34461076291544096,0.0005393093534120276
1,"B7U540Q99697,P69892Q99697,Q8WV60Q99697,P53680Q99697,O75145Q99697,P17096Q99697,Q15517Q99697,Q8TF09Q99697,Q13042Q99697,Q8TCN5Q99697,Q7Z5K2Q99697,Q14839Q99697,P00338Q99697,Q8NCL9Q99697,Q8IXA5Q99697,O15085Q99697,Q92901Q99697,Q99697Q9H7B7,O00624Q99697,P48201Q99697,Q99697Q9NWB7,Q99697Q9NQW6,Q5GH77Q99697,Q99697Q9Y5F7,Q6P2C8Q99697,Q14186Q99697,Q13155Q99697,Q969V4Q99697","0.1750994026660919,0.1699229180812835,0.3958179652690887,0.3341052830219269,0.4239210188388824,0.4221340715885162,0.4338264465332031,0.1205025166273117,0.473401129245758,0.334681898355484,0.4113129079341888,0.4959047734737396,0.4465202391147613,0.1932693272829055,0.0438350886106491,0.3525505661964416,0.3201733231544494,0.2646439969539642,0.3628333210945129,0.2137470692396164,0.4090437889099121,0.5061887502670288,0.2930596768856048,0.4007913172245025,0.5350987315177917,0.4745783805847168,0.4251133799552917,0.4704627990722656",0.3536621459892818,0.0018148850408546263
2,"Q6ZMZ0Q99697,Q96RY7Q99697,Q66K79Q99697,Q99697Q9NWF4,Q99697Q9HCZ1,Q99697Q9H213,Q99697Q9NQS1,Q8TD31Q99697,Q5VV63Q99697,Q99697Q9UJT0,Q99697Q9UM63,O00458Q99697,Q99697Q9HC96,Q14974Q99697,Q99697Q9BYD9,P02538Q99697,Q86X76Q99697,Q99697Q9BXJ0,Q15256Q99697,O60258Q99697,Q99676Q99697,Q8IW03Q99697,P02489Q99697,Q96P66Q99697,Q99697Q9H871,Q8NCH0Q99697,Q99697Q9UPU9,Q99697Q9H019","0.4517573714256286,0.2165956497192382,0.2397334575653076,0.3873273730278015,0.1289021521806717,0.2768093049526214,0.4587503373622894,0.4067145884037018,0.1072591915726661,0.3437299132347107,0.320210725069046,0.2792555093765259,0.2121538817882537,0.5165964365005493,0.0458870977163314,0.3139989078044891,0.474223792552948,0.2435212135314941,0.2193534076213836,0.3814241886138916,0.4711121022701263,0.6238074898719788,0.4555665850639343,0.36702960729599,0.3793091773986816,0.1484392136335373,0.5323934555053711,0.4326317906379699",0.3369462114891836,0.0005088974250480837
3,"Q99697Q9UMS5,Q8N661Q99697,Q5JTC6Q99697,P26371Q99697,Q99697Q9H9D4,P42336Q99697,P84157Q99697,Q8N7X8Q99697,Q08499Q99697,P54886Q99697,O60476Q99697,Q86WT6Q99697,O75683Q99697,P61421Q99697,Q96QD9Q99697,P28329Q99697,A8MZ97Q99697,A8MV81Q99697,Q96PC2Q99697,Q99697Q9NRX1,Q5JTB6Q99697,Q6Q788Q99697,Q06141Q99697,P59665Q99697,Q92932Q99697,Q7Z7M0Q99697,Q99697Q9NPE3,P02792Q99697","0.0551996231079101,0.4009700715541839,0.4298800826072693,0.5029845237731934,0.4835277497768402,0.4911002218723297,0.4298733174800873,0.3966869115829468,0.4102475643157959,0.2814160585403442,0.2478123158216476,0.446644127368927,0.4512791633605957,0.4667627811431885,0.4699162542819977,0.2851035296916961,0.1210061088204383,0.4249943792819977,0.3979367911815643,0.3630970418453216,0.3794966042041778,0.3157355487346649,0.0544343180954456,0.3794527947902679,0.212481141090393,0.0280463937669992,0.4737765192985534,0.4445911049842834",0.3515876086561808,0.0026033789200851035
4,"O95834Q99697,Q14761Q99697,Q13015Q99697,Q8NI32Q99697,A6NI28Q99697,Q8IWV7Q99697,Q99697Q9UJT2,O43617Q99697,Q99697Q9P1Y5,Q99697Q9ULG6,Q5XUX1Q99697,Q99697Q9BWU1,Q15773Q99697,Q6I9Y2Q99697,Q14703Q99697,Q8WYL5Q99697,P37023Q99697,P19021Q99697,Q8TAF8Q99697,O14530Q99697,P62495Q99697,Q3ZCQ8Q99697,P40763Q99697,Q99697Q9GZV1,Q1XH10Q99697,Q70E73Q99697,P28325Q99697,Q99697Q9HD23","0.3655086159706116,0.2065203487873077,0.2010338008403778,0.3099234700202942,0.38119637966156,0.4641926288604736,0.4797930717468261,0.2529516816139221,0.5259824991226196,0.267206460237503,0.215561106801033,0.546120285987854,0.3564282059669494,0.4650062620639801,0.3483400046825409,0.2409610748291015,0.216542437672615,0.260134220123291,0.4113709330558777,0.4490597248077392,0.432246059179306,0.4126445353031158,0.4606631398200989,0.3071108758449554,0.3559448719024658,0.5269827842712402,0.333815723657608,0.4594789445400238",0.36616857669183184,0.001392159039933324
5,"Q86YW7Q99697,A8MVS5Q99697,P46531Q99697,Q99697Q9BV44,Q99697Q9Y6K1,Q99697Q9BVW5,O75460Q99697,Q14807Q99697,Q86VD9Q99697,P21757Q99697,Q16666Q99697,O75594Q99697,Q5T0F9Q99697,O75155Q99697,P16581Q99697,O95136Q99697,P62873Q99697,Q68D91Q99697,Q7Z739Q99697,Q99697Q9BQG2,Q14995Q99697,Q15477Q99697,Q8TF40Q99697,P46059Q99697,P15621Q99697,P13164Q99697,P52849Q99697,Q8IXS2Q99697","0.2147350013256073,0.4896880686283111,0.2703039348125458,0.5440738797187805,0.395546406507492,0.4301742017269134,0.2898710966110229,0.4835693836212158,0.0562231913208961,0.2758779525756836,0.3720409870147705,0.2490004748106002,0.3688617348670959,0.3681334853172302,0.2382232844829559,0.4377059936523437,0.3213337957859039,0.3741302490234375,0.4891485571861267,0.4485010206699371,0.5716773867607117,0.25734743475914,0.3593912422657013,0.3884862065315246,0.4389984011650085,0.251938909292221,0.1994625478982925,0.3222522139549255",0.35381060865308556,0.0006409223684161592
6,"O95336Q99697,Q8N184Q99697,Q99697Q9H251,Q3LI64Q99697,Q07108Q99697,Q5TID7Q99697,Q99697Q9Y3P9,P60602Q99697,P28070Q99697,P54105Q99697,Q6P9G9Q99697,O15467Q99697,Q99697Q9Y2B4,Q6EEV4Q99697,Q8WUY8Q99697,O43653Q99697,Q8NE28Q99697,Q99697Q9HCG7,Q99697Q9H8G1,Q99697Q9BQS8,Q99697Q9BX95,P83731Q99697,P56211Q99697,Q4AC94Q99697,Q99697Q9P0J1,Q6UX06Q99697,P31995Q99697,Q92561Q99697","0.3754495978355407,0.3255049884319305,0.4305974841117859,0.7236350774765015,0.2399772703647613,0.1020146980881691,0.488319456577301,0.4100822806358337,0.7214912176132202,0.4605032801628113,0.2904248237609863,0.3800623714923858,0.3053170144557953,0.5034204125404358,0.4215765595436096,0.3738982081413269,0.2777037918567657,0.4506030678749084,0.4212841391563415,0.4219895005226135,0.2647490203380584,0.4159050583839416,0.3626908659934997,0.3549004197120666,0.6352705359458923,0.369712769985199,0.0935274511575698,0.5403806567192078",0.3986068578170879,0.017614831818592414
7,"P54886Q99697,Q99697Q9BUU2,Q5DT21Q99697,Q99697Q9Y2D2,Q99697Q9UMD9,O60575Q99697,Q96QP1Q99697,P17655Q99697,Q8NG08Q99697,Q99697Q9H0K6,Q8WYL5Q99697,Q99697Q9UHP3,Q15084Q99697,Q99697Q9Y6Z7,Q15506Q99697,Q14202Q99697,P0DMR2Q99697,P14373Q99697,Q99697Q9P2N7,O75600Q99697,Q8NBS9Q99697,Q6PEV8Q99697,Q99697Q9NVN3,Q8TEP8Q99697,P29122Q99697,Q99697Q9BYE7,O75936Q99697,Q96MV1Q99697","0.2814160585403442,0.1859078407287597,0.1392072737216949,0.0914719775319099,0.3986505568027496,0.2158536463975906,0.299414724111557,0.4878934323787689,0.1879704296588897,0.254869282245636,0.2409610748291015,0.3738536536693573,0.4437453150749206,0.2822504341602325,0.4091336727142334,0.4614411890506744,0.1177548766136169,0.5116032958030701,0.3955983817577362,0.2238037139177322,0.4085522592067718,0.351488709449768,0.375610202550888,0.5461877584457397,0.0446648374199867,0.502219021320343,0.5175365805625916,0.2443460971117019",0.32119308199201313,0.00023386265372446073
8,"Q6P6B1Q99697,P29475Q99697,Q8WXF0Q99697,Q6ZSA7Q99697,Q99697Q9UHE8,Q86XF7Q99697,P19838Q99697,Q99697Q9BY64,Q96C23Q99697,Q99697Q9H3Q1,P40198Q99697,Q99697Q9HCH5,Q99569Q99697,P49773Q99697,Q96AQ7Q99697,P54829Q99697,Q6UXX9Q99697,P0C7X2Q99697,Q99697Q9BQB6,Q99697Q9H2B2,O95497Q99697,A0AVI4Q99697,P13385Q99697,Q99697Q9HBA9,Q15782Q99697,Q96JB6Q99697,Q8IYM1Q99697,O75631Q99697","0.240788072347641,0.448972225189209,0.4497358798980713,0.306102991104126,0.0999656543135643,0.5921934843063354,0.5385388731956482,0.0859614759683609,0.4202462136745453,0.3715205788612366,0.2374285459518432,0.3113095462322235,0.4633191525936126,0.4669143557548523,0.3222824931144714,0.5244916081428528,0.2967680096626282,0.4295647740364074,0.3589122891426086,0.3318861424922943,0.3274435102939605,0.0624570325016975,0.3318868577480316,0.2050085365772247,0.1895903497934341,0.1581456363201141,0.0919386893510818,0.2362685650587082",0.31784434084381374,0.00015116356232849508
9,"Q99697Q9H209,Q674X7Q99697,O60609Q99697,Q8ND30Q99697,Q96LY2Q99697,Q8NCK7Q99697,P46089Q99697,Q96RD7Q99697,A1KZ92Q99697,Q99697Q9NYJ7,Q5VVH5Q99697,Q5SRE5Q99697,Q16637Q99697,Q86SS6Q99697,O14524Q99697,B4DXR9Q99697,Q14240Q99697,Q99697Q9BV19,Q99697Q9H840,Q5VUJ9Q99697,O15370Q99697,Q99697Q9NS87,Q96G01Q99697,Q99697Q9H0V9,Q14774Q99697,H3BU77Q99697,P46952Q99697,P0C7P4Q99697","0.1136521473526954,0.4356209635734558,0.280463695526123,0.3920612931251526,0.3514933586120605,0.3870980143547058,0.2644095420837402,0.4735744595527649,0.2681481540203094,0.2117229700088501,0.3702777922153473,0.518039882183075,0.7078234553337097,0.2355792075395584,0.417790949344635,0.3048001825809479,0.2147611081600189,0.482325404882431,0.4739298224449157,0.2583543062210083,0.2004794776439666,0.4676810204982757,0.2755091786384582,0.262992262840271,0.6444182991981506,0.3096877038478851,0.2246089875698089,0.1818030178546905",0.34746809490025043,0.0004269242468597249
