,protein_list,cos.sim,mean_cossim,pv
0,"P52298P56211,P52298Q8IV61,P52298Q15843,P52298Q9UKJ3,O14653P52298,P09228P52298,P52298Q96MT7,P52298Q8IYT8,P52298Q96N38,O60469P52298,P52298Q6MZM0,O77932P52298,P52298P86479,P52298Q16585,P52298Q96HY6,P52298Q9Y2X0,P52298Q8TAP4,P52298Q9HCL2,P52298Q8N130,P31260P52298,P52298Q9P2H3,P52298Q8IY26","0.2829135656356811,0.2194174826145172,0.5284515023231506,0.7183111906051636,0.2787156701087951,0.4533298015594482,0.3153635859489441,0.2992461323738098,0.3726549744606018,0.2509395182132721,0.4769913554191589,0.3657898306846618,0.6966155171394348,0.1544702351093292,0.4946560263633728,0.5875424146652222,0.3495394885540008,0.3120010495185852,0.1240219622850418,0.2401956617832183,0.2683033645153045,0.3543828129768371",0.3701751428571614,3.655802468731049e-07
1,"B7U540P52298,P52298P69905,P52298Q8WV74,P52298P53701,O75145P52298,P17096P52298,P52298Q15526,P52298Q8TF20,P52298Q13043,P52298Q8TCP9,P52298Q7Z5L2,P52298Q14847,P00338P52298,P52298Q8NCM8,P52298Q8IXB1,O15085P52298,P52298Q92902,P52298Q9H7B7,O00624P52298,P48201P52298,P52298Q9NWB7,P52298Q9NQW6","0.1404756605625152,0.4460740685462951,0.2532047033309936,0.1873043626546859,0.5879683494567871,0.6421076655387878,0.3334884941577911,0.4722407460212707,0.3690244853496551,0.2150989472866058,0.6788376569747925,0.6208606362342834,0.5549659729003906,0.5975010991096497,0.4878691732883453,0.4568761885166168,0.4528429508209228,0.1921523213386535,0.2591124176979065,0.1582574546337127,0.5625284910202026,0.6299849152565002",0.42267167094078933,1.1240698447261046e-06
2,"P52298Q6ZMZ3,P52298Q96S06,P52298Q66K89,P52298Q9NWF4,P52298Q9HCZ1,P52298Q9H213,P52298Q9NQS1,P52298Q8TD33,P52298Q5VV67,P52298Q9UJT0,P52298Q9UM63,O00458P52298,P52298Q9HC96,P52298Q14978,P52298Q9BYD9,P02538P52298,P52298Q86X83,P52298Q9BXJ0,P52298Q15257,O60258P52298,P52298Q99677,P52298Q8IW19","0.3558096289634704,0.190294086933136,0.5787733793258667,0.2202081680297851,0.0688664391636848,0.3642201423645019,0.6138304471969604,0.1822576224803924,0.5244120359420776,0.4130293726921081,0.34424889087677,0.1789468973875045,0.2085080593824386,0.7499833703041077,0.0553699843585491,0.5402873754501343,0.559175431728363,0.3294128775596618,0.4918103218078613,0.5457621812820435,0.4940961897373199,0.5550047159194946",0.3892867099493742,2.1144877299205126e-07
3,"P52298Q9UMS5,P52298Q8N668,P52298Q5JTD0,P26371P52298,P52298Q9H9D4,P42336P52298,P52298P84243,P52298Q8N801,P52298Q08554,P52298P54920,O60476P52298,P52298Q86WU2,O75683P52298,P52298P61457,P52298Q96QE2,P28329P52298,A8MZ97P52298,A8MV81P52298,P52298Q96PC3,P52298Q9NRX1,P52298Q5JTC6,P52298Q6Q8B3","0.0444241091609001,0.5881824493408203,0.3940479457378387,0.3802898228168487,0.4483521580696106,0.4656143188476562,0.6130834221839905,0.1538754254579544,0.2129497975111007,0.2883841097354889,0.1162314265966415,0.530267596244812,0.7495542168617249,0.5576785206794739,0.1732102185487747,0.2613444030284881,0.1038465127348899,0.3806315064430237,0.5612515211105347,0.5816470980644226,0.4961167871952057,0.1969015002250671",0.37717658484523947,3.886387730580717e-07
4,"O95834P52298,P52298Q14764,P52298Q13017,P52298Q8NI35,A6NI28P52298,P52298Q8IWV8,P52298Q9UJT2,O43617P52298,P52298Q9P1Y5,P52298Q9ULG6,P52298Q5ZPR3,P52298Q9BWU1,P52298Q15776,P52298Q6IA69,P52298Q14722,P52298Q8WYN0,P37023P52298,P19021P52298,P52298Q8TAG5,O14530P52298,P52298P62502,P52298Q3ZCT1","0.3443472385406494,0.5474383234977722,0.6642763614654541,0.4302241206169128,0.5568075180053711,0.4745625555515289,0.4387575089931488,0.1841776072978973,0.7010051012039185,0.2561880946159363,0.3181325793266296,0.5833621621131897,0.4974529147148132,0.5285946130752563,0.0332341790199279,0.199549525976181,0.1188965663313865,0.2200879156589508,0.3187549710273742,0.5318843126296997,0.2999347150325775,0.2234644591808319",0.3850515156307004,2.3907619380472635e-07
5,"P52298Q86YW9,A8MVS5P52298,P46531P52298,P52298Q9BV44,P52298Q9Y6K1,P52298Q9BVW5,O75460P52298,P52298Q14814,P52298Q86VE0,P21757P52298,P52298Q16667,O75594P52298,P52298Q5T0J3,O75155P52298,P16581P52298,O95136P52298,P52298P62875,P52298Q68DA7,P52298Q7Z769,P52298Q9BQG2,P52298Q14997,P52298Q15485","0.5112531781196594,0.4844707548618316,0.3337566256523132,0.720186173915863,0.4415926337242126,0.4372452795505523,0.2309391051530838,0.6773254871368408,0.4936697483062744,0.1955808252096176,0.4179631173610687,0.1221776381134986,0.0923407450318336,0.366132378578186,0.2024599015712738,0.4229227602481842,0.5431286096572876,0.1418399661779403,0.3099387884140014,0.5465839505195618,0.4452780187129974,0.0473388992249965",0.3720056629655036,1.86914244417873e-07
6,"O95336P52298,P52298Q8N196,P52298Q9H251,P52298Q3LI66,P52298Q07157,P52298Q5TKA1,P52298Q9Y3P9,P52298P60604,P28070P52298,P52298P54107,P52298Q6P9H4,O15467P52298,P52298Q9Y2B4,P52298Q6EEV6,P52298Q8WUY9,O43653P52298,P52298Q8NE31,P52298Q9HCG7,P52298Q9H8G1,P52298Q9BQS8,P52298Q9BX95,P52298P83876","0.4085868299007416,0.4658634066581726,0.4693335592746734,0.4534226953983307,0.650424599647522,0.5177692770957947,0.5857921242713928,0.203197956085205,0.4851904511451721,0.0,0.5129640698432922,0.3524687886238098,0.4788054823875427,0.2345188409090042,0.4734997749328613,0.2336891591548919,0.5913797616958618,0.4035823941230774,0.3615184426307678,0.5277045965194702,0.1962176710367202,0.5771849155426025",0.4174143089489503,8.81858287605721e-08
7,"P52298P54920,P52298Q9BUU2,P52298Q5DX21,P52298Q9Y2D2,P52298Q9UMD9,O60575P52298,P52298Q96QR1,P17655P52298,P52298Q8NG11,P52298Q9H0K6,P52298Q8WYN0,P52298Q9UHP3,P52298Q15102,P52298Q9Y6Z7,P52298Q15517,P52298Q14203,P0DMR2P52298,P14373P52298,P52298Q9P2N7,O75600P52298,P52298Q8NBT0,P52298Q6PEW1","0.2883841097354889,0.2430171966552734,0.3944166898727417,0.0878460705280304,0.5129095315933228,0.1135289445519447,0.0997990369796752,0.5993645191192627,0.1140899285674095,0.3723323941230774,0.199549525976181,0.4177101254463196,0.3767179846763611,0.3205590546131134,0.3564223051071167,0.6735318899154663,0.0707854777574539,0.5082737803459167,0.4640716016292572,0.1908414661884308,0.5346864461898804,0.4815466403961181",0.33729021454399283,5.287662509017741e-08
8,"P52298Q6P6B7,P29475P52298,P52298Q8WXF1,P52298Q6ZSB9,P52298Q9UHE8,P52298Q86XI2,P19838P52298,P52298Q9BY64,P52298Q96C24,P52298Q9H3Q1,P40198P52298,P52298Q9HCH5,P52298Q99570,P49773P52298,P52298Q96AQ8,P52298P54849,P52298Q6UXY1,P0C7X2P52298,P52298Q9BQB6,P52298Q9H2B2,O95497P52298,A0AVI4P52298","0.3773931860923767,0.5000749230384827,0.6571232080459595,0.4874785840511322,0.0525384955108165,0.4810224175453186,0.5771936178207397,0.1232635006308555,0.5133379101753235,0.3755211234092712,0.1326557397842407,0.3696723878383636,0.5658040642738342,0.4126444458961487,0.1039573922753334,0.2550475001335144,0.3864538967609405,0.4479799270629883,0.3856580555438995,0.5139018297195435,0.2343673706054687,0.0",0.361504071646116,4.64675252423361e-08
9,"P52298Q9H209,P52298Q676U5,O60609P52298,P52298Q8ND56,P52298Q96LZ2,P52298Q8NCL4,P46089P52298,P52298Q96RD9,A1KZ92P52298,P52298Q9NYJ7,P52298Q5VVJ2,P52298Q5SRE7,P52298Q16643,P52298Q86SU0,O14524P52298,B4DXR9P52298,P52298Q14241,P52298Q9BV19,P52298Q9H840,P52298Q5VUM1,O15370P52298,P52298Q9NS87","0.1226297169923782,0.4414239823818207,0.173193484544754,0.6587606072425842,0.6264205574989319,0.2540006637573242,0.2385854721069336,0.2228608876466751,0.2613003849983215,0.1547948867082595,0.6597274541854858,0.5436673760414124,0.6258870959281921,0.28916797041893,0.3155852258205414,0.2558165192604065,0.5931268334388733,0.3150991797447204,0.644138514995575,0.1241194233298301,0.371062695980072,0.6158078908920288",0.3866898556324569,3.883001548907498e-06
