Prey Gene,Bait Gene,Prey_uniprot,Bait_uniprot,Bait_SaPS-10fea,Bait_PdPS-10fea,Prey_SaPS-10fea,Prey_PdPS-10fea
MRTFB,C17orf80,Q9ULH7-4,Q9BSJ5,0.05589418485760601,0.183558255434036,,
AKAP1,C17orf80,Q92667,Q9BSJ5,0.05589418485760601,0.183558255434036,0.496677488088607,0.5212656259536741
TXNL1,C17orf80,O43396,Q9BSJ5,0.05589418485760601,0.183558255434036,0.280564069747924,0.82830411195755
BAZ2A,C17orf80,Q9UIF9-2,Q9BSJ5,0.05589418485760601,0.183558255434036,,
GOLGA5,C17orf80,Q8TBA6,Q9BSJ5,0.05589418485760601,0.183558255434036,0.8230379223823541,0.9084925651550291
ACBD3,C17orf80,Q9H3P7,Q9BSJ5,0.05589418485760601,0.183558255434036,0.925505757331848,0.9513220787048341
CD2AP,C17orf80,Q9Y5K6,Q9BSJ5,0.05589418485760601,0.183558255434036,0.856530964374542,0.8810876607894891
TFAM,C17orf80,Q00059,Q9BSJ5,0.05589418485760601,0.183558255434036,0.789280533790588,0.743642687797546
NDUFAB1,C17orf80,O14561,Q9BSJ5,0.05589418485760601,0.183558255434036,0.08498741686344101,0.18522375822067202
MAVS,C17orf80,Q7Z434,Q9BSJ5,0.05589418485760601,0.183558255434036,0.6838797330856321,0.8008372187614441
DHCR7,C17orf80,Q9UBM7,Q9BSJ5,0.05589418485760601,0.183558255434036,0.084896713495254,0.107995644211769
PEX14,C17orf80,O75381-2,Q9BSJ5,0.05589418485760601,0.183558255434036,,
C11orf49,C17orf80,Q9H6J7,Q9BSJ5,0.05589418485760601,0.183558255434036,0.056108016520738005,0.079352214932441
OCIAD1,C17orf80,Q9NX40,Q9BSJ5,0.05589418485760601,0.183558255434036,0.67454308271408,0.823055446147918
PDXDC1,C17orf80,Q6P996-3,Q9BSJ5,0.05589418485760601,0.183558255434036,,
ZBTB33,C17orf80,Q86T24,Q9BSJ5,0.05589418485760601,0.183558255434036,0.34732794761657704,0.8058387041091911
NDUFS2,C17orf80,O75306-2,Q9BSJ5,0.05589418485760601,0.183558255434036,,
NDUFS6,C17orf80,O75380,Q9BSJ5,0.05589418485760601,0.183558255434036,0.225239068269729,0.373408526182174
YKT6,C17orf80,O15498,Q9BSJ5,0.05589418485760601,0.183558255434036,0.08679728209972301,0.21503761410713101
SSBP1,C17orf80,Q04837,Q9BSJ5,0.05589418485760601,0.183558255434036,0.553815782070159,0.6809982061386101
C1QBP,C17orf80,Q07021,Q9BSJ5,0.05589418485760601,0.183558255434036,0.514456510543823,0.7789015173912041
TWNK,C17orf80,Q96RR1,Q9BSJ5,0.05589418485760601,0.183558255434036,0.053077407181262005,0.261324256658554
AHCTF1,C17orf80,Q8WYP5,Q9BSJ5,0.05589418485760601,0.183558255434036,0.7510356307029721,0.6826372742652891
GOLGB1,C17orf80,Q14789-4,Q9BSJ5,0.05589418485760601,0.183558255434036,,
ALDH3A2,C17orf80,P51648,Q9BSJ5,0.05589418485760601,0.183558255434036,0.054093427956104,0.06557263433933201
RTN4,C17orf80,Q9NQC3-2,Q9BSJ5,0.05589418485760601,0.183558255434036,,
C17orf80,C17orf80,Q9BSJ5,Q9BSJ5,0.05589418485760601,0.183558255434036,0.05589418485760601,0.183558255434036
DVL3,C17orf80,Q92997-2,Q9BSJ5,0.05589418485760601,0.183558255434036,,
POLDIP2,C17orf80,Q9Y2S7,Q9BSJ5,0.05589418485760601,0.183558255434036,0.051092766225337004,0.07673505693674
MRPS31,C17orf80,Q92665,Q9BSJ5,0.05589418485760601,0.183558255434036,0.37623789906501703,0.6828134059906
MRPS24,C17orf80,Q96EL2,Q9BSJ5,0.05589418485760601,0.183558255434036,0.059699077159166,0.08907265961170101
NDUFV3,C17orf80,P56181-2,Q9BSJ5,0.05589418485760601,0.183558255434036,,
