,Prey Gene,Bait Gene,Prey_uniprot,Bait_uniprot,Bait_SaPS-10fea,Bait_PdPS-10fea,Prey_SaPS-10fea,Prey_PdPS-10fea
1108,SEC16A,ZNF263,O15027,O14978,0.053209204226732004,0.16825470328330902,0.914153099060058,0.8749286532402031
1109,SMARCA5,ZNF263,O60264,O14978,0.053209204226732004,0.16825470328330902,0.552547931671142,0.8939219713211061
1110,WIZ,ZNF263,O95785,O14978,0.053209204226732004,0.16825470328330902,0.31783673167228704,0.422071635723114
1111,BPTF,ZNF263,Q12830,O14978,0.053209204226732004,0.16825470328330902,0.931955814361572,0.765294730663299
1112,ZMYM3,ZNF263,Q14202,O14978,0.053209204226732004,0.16825470328330902,0.839294135570526,0.6246735453605651
1113,POGZ,ZNF263,Q7Z3K3,O14978,0.053209204226732004,0.16825470328330902,0.7502111196517941,0.7358680963516231
1114,DPF1,ZNF263,Q92782,O14978,0.053209204226732004,0.16825470328330902,0.054040540009737,0.122460380196571
1115,ZBTB9,ZNF263,Q96C00,O14978,0.053209204226732004,0.16825470328330902,0.128770172595977,0.22672085464000702
1116,ZNF462,ZNF263,Q96JM2,O14978,0.053209204226732004,0.16825470328330902,0.611397445201873,0.7868652939796441
1117,EP400,ZNF263,Q96L91,O14978,0.053209204226732004,0.16825470328330902,0.9262725710868831,0.8487218618392941
1118,EPC1,ZNF263,Q9H2F5,O14978,0.053209204226732004,0.16825470328330902,0.569348692893981,0.697648406028747
1119,ZNF644,ZNF263,Q9H582,O14978,0.053209204226732004,0.16825470328330902,0.053212106227874006,0.6640492677688591
1120,EHMT1,ZNF263,Q9H9B1,O14978,0.053209204226732004,0.16825470328330902,0.056311398744583005,0.5437101721763611
1121,MEAF6,ZNF263,Q9HAF1,O14978,0.053209204226732004,0.16825470328330902,0.8454682230949401,0.8336278200149531
1122,ZMYM2,ZNF263,Q9UBW7,O14978,0.053209204226732004,0.16825470328330902,0.692886531352996,0.711531102657318
1123,AKAP8L,ZNF263,Q9ULX6,O14978,0.053209204226732004,0.16825470328330902,0.88402384519577,0.93467503786087
