,Bait Gene,Prey Gene,Bait_uniprot,Prey_uniprot,Bait_SaPS-10fea,Bait_PdPS-10fea,Prey_SaPS-10fea,Prey_PdPS-10fea
109723,RBM47,A1CF,A0AV96,Q9NQ94,0.32900089025497403,0.25714278221130304,0.051008768379688006,0.291359573602676
109724,RBM47,AAAS,A0AV96,Q9NRG9,0.32900089025497403,0.25714278221130304,0.144291877746582,0.19227409362792902
109727,RBM47,ABCB7,A0AV96,O75027,0.32900089025497403,0.25714278221130304,0.07638319581747001,0.278081178665161
109740,RBM47,ACOT8,A0AV96,O14734,0.32900089025497403,0.25714278221130304,0.070240743458271,0.08710037171840601
109752,RBM47,AGO2,A0AV96,Q9UKV8,0.32900089025497403,0.25714278221130304,0.125312715768814,0.8902974128723141
109767,RBM47,ALG13,A0AV96,Q9NP73,0.32900089025497403,0.25714278221130304,0.364426672458648,0.10586695373058301
109771,RBM47,ANKHD1,A0AV96,Q8IWZ3,0.32900089025497403,0.25714278221130304,0.6686410307884211,0.484839290380477
109789,RBM47,ARF6,A0AV96,P62330,0.32900089025497403,0.25714278221130304,0.164222687482833,0.31150040030479403
109809,RBM47,ATXN2,A0AV96,Q99700,0.32900089025497403,0.25714278221130304,0.9192976951599121,0.844794750213623
109818,RBM47,BICC1,A0AV96,Q9H694,0.32900089025497403,0.25714278221130304,0.070358172059059,0.29048463702201804
109838,RBM47,CAPRIN1,A0AV96,Q14444,0.32900089025497403,0.25714278221130304,0.9350892305374141,0.92366886138916
109841,RBM47,CASC3,A0AV96,O15234,0.32900089025497403,0.25714278221130304,0.921288311481475,0.8672043681144711
109865,RBM47,CDS2,A0AV96,O95674,0.32900089025497403,0.25714278221130304,0.128048777580261,0.24132911860942802
109868,RBM47,CELF1,A0AV96,Q92879,0.32900089025497403,0.25714278221130304,0.289840072393417,0.36571025848388605
109869,RBM47,CELF2,A0AV96,O95319,0.32900089025497403,0.25714278221130304,0.6175681352615351,0.626740992069244
109870,RBM47,CEP85,A0AV96,Q6P2H3,0.32900089025497403,0.25714278221130304,0.686874747276306,0.628072619438171
109882,RBM47,CLPP,A0AV96,Q16740,0.32900089025497403,0.25714278221130304,0.047555014491081,0.049856431782245005
109905,RBM47,CPEB4,A0AV96,Q17RY0,0.32900089025497403,0.25714278221130304,0.7140009999275201,0.7536411285400391
109913,RBM47,CSDE1,A0AV96,O75534,0.32900089025497403,0.25714278221130304,0.41829934716224604,0.8530446887016291
109931,RBM47,DAZAP1,A0AV96,Q96EP5,0.32900089025497403,0.25714278221130304,0.927461624145507,0.676906406879425
109962,RBM47,DERL1,A0AV96,Q9BUN8,0.32900089025497403,0.25714278221130304,0.120605409145355,0.151340752840042
109965,RBM47,DHCR7,A0AV96,Q9UBM7,0.32900089025497403,0.25714278221130304,0.084896713495254,0.107995644211769
109968,RBM47,DHRS7B,A0AV96,Q6IAN0,0.32900089025497403,0.25714278221130304,0.071177586913108,0.07000921666622101
109983,RBM47,DNAJC7,A0AV96,Q99615,0.32900089025497403,0.25714278221130304,0.049237769097089004,0.557966768741607
110018,RBM47,EIF2B1,A0AV96,Q14232,0.32900089025497403,0.25714278221130304,0.063379742205142,0.066228725016117
110040,RBM47,EIF4ENIF1,A0AV96,Q9NRA8,0.32900089025497403,0.25714278221130304,0.918528199195861,0.8912989497184751
110047,RBM47,ELAVL1,A0AV96,Q15717,0.32900089025497403,0.25714278221130304,0.7135714888572691,0.9461595416069031
110048,RBM47,ELOVL1,A0AV96,Q9BW60,0.32900089025497403,0.25714278221130304,0.104564569890499,0.041514597833156
110059,RBM47,ESRP2,A0AV96,Q9H6T0,0.32900089025497403,0.25714278221130304,0.08741116523742601,0.062109589576721004
110066,RBM47,FADS2,A0AV96,O95864,0.32900089025497403,0.25714278221130304,0.055173777043819004,0.030628394335508003
110068,RBM47,FAM120A,A0AV96,Q9NZB2,0.32900089025497403,0.25714278221130304,0.8501178622245781,0.8586925268173211
110069,RBM47,FAM120C,A0AV96,Q9NX05,0.32900089025497403,0.25714278221130304,0.23158136010169902,0.102664865553379
