,Bait Gene,Prey Gene,Bait_uniprot,Prey_uniprot,Bait_SaPS-10fea,Bait_PdPS-10fea,Prey_SaPS-10fea,Prey_PdPS-10fea
156569,XRN2,AKAP8,Q9H0D6,O43823,0.811670124530792,0.8768175840377801,0.929825782775878,0.8914829492568971
156589,XRN2,AQR,Q9H0D6,O60306,0.811670124530792,0.8768175840377801,0.06666328012943201,0.139973536133766
156660,XRN2,CCAR2,Q9H0D6,Q8N163,0.811670124530792,0.8768175840377801,0.6183393597602841,0.650231957435607
156686,XRN2,CDKN2AIP,Q9H0D6,Q9NXV6,0.811670124530792,0.8768175840377801,0.699073731899261,0.728290021419525
156687,XRN2,CDKN2AIPNL,Q9H0D6,Q96HQ2,0.811670124530792,0.8768175840377801,0.046033270657062,0.46037191152572604
156688,XRN2,CEBPZ,Q9H0D6,Q03701,0.811670124530792,0.8768175840377801,0.276380896568298,0.8146425485610961
156690,XRN2,CELF2,Q9H0D6,O95319,0.811670124530792,0.8768175840377801,0.6175681352615351,0.626740992069244
156707,XRN2,CLP1,Q9H0D6,Q92989,0.811670124530792,0.8768175840377801,0.051709782332181,0.06933261454105301
156721,XRN2,CPSF1,Q9H0D6,Q10570,0.811670124530792,0.8768175840377801,0.046698998659849,0.22066867351531902
156722,XRN2,CPSF2,Q9H0D6,Q9P2I0,0.811670124530792,0.8768175840377801,0.053004790097475,0.7831919789314271
156725,XRN2,CPSF6,Q9H0D6,Q16630,0.811670124530792,0.8768175840377801,0.873725235462188,0.908324062824249
156726,XRN2,CPSF7,Q9H0D6,Q8N684,0.811670124530792,0.8768175840377801,0.806454062461853,0.8767009973526001
156729,XRN2,CRNKL1,Q9H0D6,Q9BZJ0,0.811670124530792,0.8768175840377801,0.059319127351045005,0.22416272759437503
156751,XRN2,DAP3,Q9H0D6,P51398,0.811670124530792,0.8768175840377801,0.46670717000961304,0.442288011312484
156785,XRN2,DHX15,Q9H0D6,O43143,0.811670124530792,0.8768175840377801,0.5230384469032281,0.49100860953330905
156810,XRN2,DROSHA,Q9H0D6,Q9NRR4,0.811670124530792,0.8768175840377801,0.739942073822021,0.6906991600990291
156818,XRN2,EBNA1BP2,Q9H0D6,Q99848,0.811670124530792,0.8768175840377801,0.816610455513,0.8101766705513
156829,XRN2,EIF2AK2,Q9H0D6,P19525,0.811670124530792,0.8768175840377801,0.8587436676025391,0.8271483182907101
156900,XRN2,FUBP1,Q9H0D6,Q96AE4,0.811670124530792,0.8768175840377801,0.9466724395751951,0.7661437392234801
156974,XRN2,HNRNPA2B1,Q9H0D6,P22626,0.811670124530792,0.8768175840377801,0.9508429765701291,0.9583996534347531
156975,XRN2,HNRNPA3,Q9H0D6,P51991,0.811670124530792,0.8768175840377801,0.950252830982208,0.9451440572738641
156976,XRN2,HNRNPAB,Q9H0D6,Q99729,0.811670124530792,0.8768175840377801,0.920922875404357,0.9196254611015321
156977,XRN2,HNRNPC,Q9H0D6,P07910,0.811670124530792,0.8768175840377801,0.91987144947052,0.9526282548904411
156978,XRN2,HNRNPD,Q9H0D6,Q14103,0.811670124530792,0.8768175840377801,0.9480615854263301,0.9498662948608391
156979,XRN2,HNRNPDL,Q9H0D6,O14979,0.811670124530792,0.8768175840377801,0.944182753562927,0.8330107927322381
