,Prey Gene,Bait Gene,Prey_uniprot,Bait_uniprot,Bait_SaPS-10fea,Bait_PdPS-10fea,Prey_SaPS-10fea,Prey_PdPS-10fea
236,TBKBP1,DPPA3,A7MCY6,Q6W0C5,0.09415098279714501,0.19103197753429402,0.826540350914001,0.911098837852478
237,TNPO2,DPPA3,O14787,Q6W0C5,0.09415098279714501,0.19103197753429402,0.0629867836833,0.032100148499011
238,RGPD1,DPPA3,P0DJD0,Q6W0C5,0.09415098279714501,0.19103197753429402,0.873320698738098,0.889215171337127
239,TNPO1,DPPA3,Q92973,Q6W0C5,0.09415098279714501,0.19103197753429402,0.053282566368579004,0.039996415376663
240,UHRF2,DPPA3,Q96PU4,Q6W0C5,0.09415098279714501,0.19103197753429402,0.051454998552799,0.5144916772842401
241,UHRF1,DPPA3,Q96T88,Q6W0C5,0.09415098279714501,0.19103197753429402,0.431637585163116,0.84369945526123
242,AKAP8L,DPPA3,Q9ULX6,Q6W0C5,0.09415098279714501,0.19103197753429402,0.88402384519577,0.93467503786087
243,POM121C,DPPA3,A8CG34,Q6W0C5,0.09415098279714501,0.19103197753429402,0.860631108283996,0.870845973491668
244,NEMP1,DPPA3,O14524,Q6W0C5,0.09415098279714501,0.19103197753429402,0.064718402922153,0.069588646292686
245,MCM3AP,DPPA3,O60318,Q6W0C5,0.09415098279714501,0.19103197753429402,0.180064722895622,0.26042070984840304
246,NUP214,DPPA3,P35658,Q6W0C5,0.09415098279714501,0.19103197753429402,0.9235065579414361,0.671371638774871
247,RANBP2,DPPA3,P49792,Q6W0C5,0.09415098279714501,0.19103197753429402,0.8792891502380371,0.9409412145614621
248,NUP98,DPPA3,P52948,Q6W0C5,0.09415098279714501,0.19103197753429402,0.9433375597000121,0.9014013409614561
249,RAE1,DPPA3,P78406,Q6W0C5,0.09415098279714501,0.19103197753429402,0.050004940479993,0.10993553698062801
250,NUP54,DPPA3,Q7Z3B4,Q6W0C5,0.09415098279714501,0.19103197753429402,0.700649261474609,0.7247763872146601
251,ALMS1,DPPA3,Q8TCU4,Q6W0C5,0.09415098279714501,0.19103197753429402,0.261659920215606,0.5576434135437011
252,NUP88,DPPA3,Q99567,Q6W0C5,0.09415098279714501,0.19103197753429402,0.21241769194602902,0.261054426431655
253,NUP58,DPPA3,Q9BVL2,Q6W0C5,0.09415098279714501,0.19103197753429402,0.5920892953872681,0.17066149413585602
254,KIAA1671,DPPA3,Q9BY89,Q6W0C5,0.09415098279714501,0.19103197753429402,0.8085337877273561,0.6534734964370721
255,TBK1,DPPA3,Q9UHD2,Q6W0C5,0.09415098279714501,0.19103197753429402,0.25752851366996704,0.688123047351837
256,KMT2B,DPPA3,Q9UMN6,Q6W0C5,0.09415098279714501,0.19103197753429402,0.6845542192459101,0.594275832176208
