,Bait Gene,Bait_uniprot,Prey_uniprot,article,Prey Gene,Bait_SaPS-10fea,Bait_PdPS-10fea,Prey_SaPS-10fea,Prey_PdPS-10fea,cos.sim
0,RBMS1,P29558,P51398,29395067,DAP3,0.819132804870605,0.8230159878730771,0.466707170009613,0.442288011312484,0.5924110412597656
1,RBMS1,P29558,Q3MHD2,29395067,LSM12,0.819132804870605,0.8230159878730771,0.170231625437736,0.389593958854675,0.4900956749916076
2,RBMS1,P29558,Q9NRA8,29395067,EIF4ENIF1,0.819132804870605,0.8230159878730771,0.918528199195861,0.8912989497184751,0.4095930457115173
3,RBMS1,P29558,Q14527,29395067,HLTF,0.819132804870605,0.8230159878730771,0.097485989332199,0.795101523399353,0.4988454282283783
4,RBMS1,P29558,P11940,29395067,PABPC1,0.819132804870605,0.8230159878730771,0.846898555755615,0.945850253105163,0.6433749794960022
5,RBMS1,P29558,Q9BYJ9,29395067,YTHDF1,0.819132804870605,0.8230159878730771,0.8564839363098141,0.6895709037780761,0.5198670625686646
6,RBMS1,P29558,Q92900,29395067,UPF1,0.819132804870605,0.8230159878730771,0.747238278388977,0.7646963596343991,0.7067687511444092
7,RBMS1,P29558,O43390,29395067,HNRNPR,0.819132804870605,0.8230159878730771,0.94803649187088,0.922120869159698,0.5813726186752319
8,RBMS1,P29558,Q96PU8,29395067,QKI,0.819132804870605,0.8230159878730771,0.157958060503005,0.223446413874626,0.641041100025177
9,RBMS1,P29558,P51991,29395067,HNRNPA3,0.819132804870605,0.8230159878730771,0.950252830982208,0.945144057273864,0.7683579325675964
10,RBMS1,P29558,Q92879,29395067,CELF1,0.819132804870605,0.8230159878730771,0.289840072393417,0.365710258483886,0.6377526521682739
11,RBMS1,P29558,Q92615,29395067,LARP4B,0.819132804870605,0.8230159878730771,0.7897013425827021,0.913986682891845,0.8011496663093567
12,RBMS1,P29558,Q86Y13,29395067,DZIP3,0.819132804870605,0.8230159878730771,0.048956498503685,0.258854359388351,0.5305883884429932
13,RBMS1,P29558,Q9NYK5,29395067,MRPL39,0.819132804870605,0.8230159878730771,0.06053527444601,0.417107582092285,0.5943057537078857
14,RBMS1,P29558,O00425,29395067,IGF2BP3,0.819132804870605,0.8230159878730771,0.408983945846557,0.649566054344177,0.597428560256958
15,RBMS1,P29558,Q15032,29395067,R3HDM1,0.819132804870605,0.8230159878730771,0.9339957237243652,0.8198994398117061,0.4742111563682556
16,RBMS1,P29558,Q8NCA5,29395067,FAM98A,0.819132804870605,0.8230159878730771,0.896835446357727,0.863439083099365,0.591587245464325
17,RBMS1,P29558,Q8IWR0,29395067,ZC3H7A,0.819132804870605,0.8230159878730771,0.065534330904483,0.528411209583282,0.553216814994812
18,RBMS1,P29558,Q13242,29395067,SRSF9,0.819132804870605,0.8230159878730771,0.8649741411209101,0.948163628578186,0.5252670645713806
19,RBMS1,P29558,Q9HCM7,29395067,FBRSL1,0.819132804870605,0.8230159878730771,0.6004452705383301,0.353628784418106,0.4542785584926605
20,RBMS1,P29558,Q9NZB2,29395067,FAM120A,0.819132804870605,0.8230159878730771,0.8501178622245781,0.8586925268173211,0.6729120016098022
21,RBMS1,P29558,Q9H9A5,29395067,CNOT10,0.819132804870605,0.8230159878730771,0.048076625913381,0.130353718996047,0.6619962453842163
22,RBMS1,P29558,Q9UKV8,29395067,AGO2,0.819132804870605,0.8230159878730771,0.125312715768814,0.8902974128723141,0.4360888600349426
23,RBMS1,P29558,Q5VZF2,29395067,MBNL2,0.819132804870605,0.8230159878730771,0.063595280051231,0.043943218886852,0.5304907560348511
24,RBMS1,P29558,Q96T21,29395067,SECISBP2,0.819132804870605,0.8230159878730771,0.086988382041454,0.257862985134124,0.4085896909236908
25,RBMS1,P29558,Q9Y3D9,29395067,MRPS23,0.819132804870605,0.8230159878730771,0.068621695041656,0.090401448309421,0.5207441449165344
26,RBMS1,P29558,Q9NUD5,29395067,ZCCHC3,0.819132804870605,0.8230159878730771,0.111842513084411,0.501195549964904,0.7358686327934265
27,RBMS1,P29558,Q8IZH2,29395067,XRN1,0.819132804870605,0.8230159878730771,0.385329663753509,0.270378917455673,0.6223932504653931
28,RBMS1,P29558,Q5TC82,29395067,RC3H1,0.819132804870605,0.8230159878730771,0.473352253437042,0.488165706396102,0.4634747505187988
29,RBMS1,P29558,Q9BUJ2,29395067,HNRNPUL1,0.819132804870605,0.8230159878730771,0.8471181988716121,0.761973857879638,0.4231889247894287
30,RBMS1,P29558,P35244,29395067,RPA3,0.819132804870605,0.8230159878730771,0.123822510242462,0.218203738331794,0.4279859960079193
31,RBMS1,P29558,P62995,29395067,TRA2B,0.819132804870605,0.8230159878730771,0.9048864245414732,0.9517022371292112,0.5407755970954895
32,RBMS1,P29558,Q14157,29395067,UBAP2L,0.819132804870605,0.8230159878730771,0.94561493396759,0.953562080860137,0.5422190427780151
33,RBMS1,P29558,Q9Y520,29395067,PRRC2C,0.819132804870605,0.8230159878730771,0.9226905703544612,0.859529852867126,0.7783759832382202
34,RBMS1,P29558,Q14671,29395067,PUM1,0.819132804870605,0.8230159878730771,0.937265396118164,0.923454403877258,0.6699716448783875
35,RBMS1,P29558,Q9H694,29395067,BICC1,0.819132804870605,0.8230159878730771,0.070358172059059,0.290484637022018,0.4873380064964294
36,RBMS1,P29558,O00178,29395067,GTPBP1,0.819132804870605,0.8230159878730771,0.713772177696228,0.446460396051406,0.4057697653770447
37,RBMS1,P29558,Q9NUL3,29395067,STAU2,0.819132804870605,0.8230159878730771,0.8798784017562861,0.8653655052185051,0.7064346075057983
38,RBMS1,P29558,Q9Y2H6,29395067,FNDC3A,0.819132804870605,0.8230159878730771,0.150695770978927,0.626586139202117,0.3405767381191253
39,RBMS1,P29558,Q9Y6M1,29395067,IGF2BP2,0.819132804870605,0.8230159878730771,0.7169618606567381,0.877931773662567,0.6406552791595459
