"Bait GeneID"	"Bait Symbol"	"Prey GeneID"	"Prey Symbol"
"9607"	"CARTPT"	"54059"	"YBEY"
"9607"	"CARTPT"	"5357"	"PLS1"
"9607"	"CARTPT"	"23595"	"ORC3"
"9607"	"CARTPT"	"3954"	"LETM1"
"9607"	"CARTPT"	"11127"	"KIF3A"
"9607"	"CARTPT"	"80279"	"CDK5RAP3"
"9607"	"CARTPT"	"4999"	"ORC2"
"9607"	"CARTPT"	"55687"	"TRMU"
"9607"	"CARTPT"	"5257"	"PHKB"
"200014"	"CC2D1B"	"79633"	"FAT4"
"200014"	"CC2D1B"	"120114"	"FAT3"
"200014"	"CC2D1B"	"1952"	"CELSR2"
"200014"	"CC2D1B"	"51182"	"HSPA14"
"200014"	"CC2D1B"	"5099"	"PCDH7"
"131474"	"CHCHD4"	"9131"	"AIFM1"
"9131"	"AIFM1"	"131474"	"CHCHD4"
"131474"	"CHCHD4"	"6204"	"RPS10"
"6204"	"RPS10"	"131474"	"CHCHD4"
"131474"	"CHCHD4"	"79576"	"NKAP"
"79576"	"NKAP"	"131474"	"CHCHD4"
"131474"	"CHCHD4"	"57553"	"MICAL3"
"131474"	"CHCHD4"	"6390"	"SDHB"
"6390"	"SDHB"	"131474"	"CHCHD4"
"131474"	"CHCHD4"	"4337"	"MOCS1"
"4337"	"MOCS1"	"131474"	"CHCHD4"
"131474"	"CHCHD4"	"11056"	"DDX52"
"131474"	"CHCHD4"	"4976"	"OPA1"
"131474"	"CHCHD4"	"6944"	"VPS72"
"131474"	"CHCHD4"	"25959"	"KANK2"
"131474"	"CHCHD4"	"26092"	"TOR1AIP1"
"26092"	"TOR1AIP1"	"131474"	"CHCHD4"
"131474"	"CHCHD4"	"284106"	"CISD3"
"131474"	"CHCHD4"	"6821"	"SUOX"
"131474"	"CHCHD4"	"9941"	"EXOG"
"9941"	"EXOG"	"131474"	"CHCHD4"
"131474"	"CHCHD4"	"8603"	"FAM193A"
"131474"	"CHCHD4"	"7311"	"UBA52"
"131474"	"CHCHD4"	"7295"	"TXN"
"131474"	"CHCHD4"	"65986"	"ZBTB10"
"131474"	"CHCHD4"	"83447"	"SLC25A31"
"83447"	"SLC25A31"	"131474"	"CHCHD4"
"131474"	"CHCHD4"	"6389"	"SDHA"
"131474"	"CHCHD4"	"55588"	"MED29"
"131474"	"CHCHD4"	"9252"	"RPS6KA5"
"9252"	"RPS6KA5"	"131474"	"CHCHD4"
"131474"	"CHCHD4"	"26519"	"TIMM10"
"26519"	"TIMM10"	"131474"	"CHCHD4"
"131474"	"CHCHD4"	"79174"	"CRELD2"
"131474"	"CHCHD4"	"493753"	"C2orf64"
"493753"	"C2orf64"	"131474"	"CHCHD4"
"131474"	"CHCHD4"	"133957"	"CCDC127"
"131474"	"CHCHD4"	"79811"	"SLTM"
"131474"	"CHCHD4"	"10111"	"RAD50"
"131474"	"CHCHD4"	"221154"	"EFHA1"
"221154"	"EFHA1"	"131474"	"CHCHD4"
"131474"	"CHCHD4"	"116138"	"KLHDC3"
"116138"	"KLHDC3"	"131474"	"CHCHD4"
"131474"	"CHCHD4"	"196513"	"DCP1B"
"131474"	"CHCHD4"	"2671"	"GFER"
"131474"	"CHCHD4"	"83658"	"DYNLRB1"
"131474"	"CHCHD4"	"23261"	"CAMTA1"
"131474"	"CHCHD4"	"8636"	"SSNA1"
"131474"	"CHCHD4"	"49854"	"ZNF295"
"131474"	"CHCHD4"	"283464"	"GXYLT1"
"283464"	"GXYLT1"	"131474"	"CHCHD4"
"131474"	"CHCHD4"	"84058"	"WDR54"
"131474"	"CHCHD4"	"4713"	"NDUFB7"
"4713"	"NDUFB7"	"131474"	"CHCHD4"
"131474"	"CHCHD4"	"23339"	"VPS39"
"10518"	"CIB2"	"5885"	"RAD21"
"10518"	"CIB2"	"80746"	"TSEN2"
"10518"	"CIB2"	"23272"	"C3orf63"
"10518"	"CIB2"	"23400"	"ATP13A2"
"10518"	"CIB2"	"127544"	"RNF19B"
"10518"	"CIB2"	"5338"	"PLD2"
"10518"	"CIB2"	"118987"	"PDZD8"
"10518"	"CIB2"	"2043"	"EPHA4"
"10518"	"CIB2"	"117583"	"PARD3B"
"10518"	"CIB2"	"28965"	"SLC27A6"
"10518"	"CIB2"	"10678"	"B3GNT2"
"10518"	"CIB2"	"23064"	"SETX"
"51239"	"ANKRD39"	"1017"	"CDK2"
"51239"	"ANKRD39"	"9318"	"COPS2"
"51239"	"ANKRD39"	"5271"	"SERPINB8"
"51239"	"ANKRD39"	"2873"	"GPS1"
"51239"	"ANKRD39"	"9039"	"UBA3"
"51239"	"ANKRD39"	"60496"	"AASDHPPT"
"51239"	"ANKRD39"	"51138"	"COPS4"
"51239"	"ANKRD39"	"64422"	"ATG3"
"51239"	"ANKRD39"	"8452"	"CUL3"
"8452"	"CUL3"	"51239"	"ANKRD39"
"51239"	"ANKRD39"	"8533"	"COPS3"
"51239"	"ANKRD39"	"10980"	"COPS6"
"51239"	"ANKRD39"	"1643"	"DDB2"
"51239"	"ANKRD39"	"64708"	"COPS7B"
"51239"	"ANKRD39"	"51530"	"ZC3HC1"
"51239"	"ANKRD39"	"7174"	"TPP2"
"51239"	"ANKRD39"	"5357"	"PLS1"
"51239"	"ANKRD39"	"8883"	"NAE1"
"51239"	"ANKRD39"	"8454"	"CUL1"
"51239"	"ANKRD39"	"79896"	"THNSL1"
"51239"	"ANKRD39"	"6240"	"RRM1"
"51239"	"ANKRD39"	"26091"	"HERC4"
"51239"	"ANKRD39"	"56270"	"WDR45L"
"51239"	"ANKRD39"	"5515"	"PPP2CA"
"51239"	"ANKRD39"	"80308"	"FLAD1"
"51239"	"ANKRD39"	"55915"	"LANCL2"
"51239"	"ANKRD39"	"5781"	"PTPN11"
"51239"	"ANKRD39"	"55662"	"HIF1AN"
"51239"	"ANKRD39"	"10920"	"COPS8"
"51239"	"ANKRD39"	"55236"	"UBA6"
"51239"	"ANKRD39"	"115290"	"FBXO17"
"51239"	"ANKRD39"	"26267"	"FBXO10"
"51239"	"ANKRD39"	"6502"	"SKP2"
"51239"	"ANKRD39"	"644"	"BLVRA"
"51239"	"ANKRD39"	"23549"	"DNPEP"
"51239"	"ANKRD39"	"10987"	"COPS5"
"51239"	"ANKRD39"	"10533"	"ATG7"
"51239"	"ANKRD39"	"2731"	"GLDC"
"51239"	"ANKRD39"	"54584"	"GNB1L"
"51239"	"ANKRD39"	"29128"	"UHRF1"
"51239"	"ANKRD39"	"25793"	"FBXO7"
"51239"	"ANKRD39"	"57563"	"KLHL8"
"51239"	"ANKRD39"	"6905"	"TBCE"
"51239"	"ANKRD39"	"9946"	"CRYZL1"
"51239"	"ANKRD39"	"92092"	"ZC3HAV1L"
"51239"	"ANKRD39"	"283219"	"KCTD21"
"51239"	"ANKRD39"	"1163"	"CKS1B"
"51239"	"ANKRD39"	"50813"	"COPS7A"
"51239"	"ANKRD39"	"5424"	"POLD1"
"5424"	"POLD1"	"51239"	"ANKRD39"
"51239"	"ANKRD39"	"84890"	"ADO"
"51239"	"ANKRD39"	"92906"	"HNRPLL"
"51239"	"ANKRD39"	"57542"	"KLHDC5"
"51239"	"ANKRD39"	"100526737"	"RBM14-RBM4"
"51239"	"ANKRD39"	"6468"	"FBXW4"
"51239"	"ANKRD39"	"57095"	"PITHD1"
"51239"	"ANKRD39"	"51068"	"NMD3"
"51239"	"ANKRD39"	"9748"	"SLK"
"51239"	"ANKRD39"	"80139"	"ZNF703"
"51239"	"ANKRD39"	"9107"	"MTMR6"
"51239"	"ANKRD39"	"201292"	"TRIM65"
"493856"	"CISD2"	"3107"	"HLA-C"
"3107"	"HLA-C"	"493856"	"CISD2"
"493856"	"CISD2"	"79065"	"ATG9A"
"152189"	"CMTM8"	"203547"	"VMA21"
"152189"	"CMTM8"	"79143"	"MBOAT7"
"152189"	"CMTM8"	"80789"	"INTS5"
"152189"	"CMTM8"	"55656"	"INTS8"
"152189"	"CMTM8"	"9735"	"KNTC1"
"152189"	"CMTM8"	"7026"	"NR2F2"
"152189"	"CMTM8"	"10159"	"ATP6AP2"
"152189"	"CMTM8"	"23392"	"KIAA0368"
"152189"	"CMTM8"	"84303"	"CHCHD6"
"152189"	"CMTM8"	"10844"	"TUBGCP2"
"152189"	"CMTM8"	"2710"	"GK"
"152189"	"CMTM8"	"215"	"ABCD1"
"152189"	"CMTM8"	"54919"	"HEATR2"
"152189"	"CMTM8"	"25880"	"TMEM186"
"152189"	"CMTM8"	"29957"	"SLC25A24"
"152189"	"CMTM8"	"57143"	"ADCK1"
"152189"	"CMTM8"	"7993"	"UBXN8"
"152189"	"CMTM8"	"622"	"BDH1"
"152189"	"CMTM8"	"7272"	"TTK"
"152189"	"CMTM8"	"79085"	"SLC25A23"
"152189"	"CMTM8"	"57511"	"COG6"
"152189"	"CMTM8"	"6399"	"TRAPPC2"
"152189"	"CMTM8"	"122664"	"TPPP2"
"152189"	"CMTM8"	"537"	"ATP6AP1"
"152189"	"CMTM8"	"80097"	"MZT2B"
"152189"	"CMTM8"	"729515"	"C6orf35"
"152189"	"CMTM8"	"201158"	"FAM18B2"
"152189"	"CMTM8"	"9026"	"HIP1R"
"152189"	"CMTM8"	"139322"	"APOOL"
"152189"	"CMTM8"	"83548"	"COG3"
"152189"	"CMTM8"	"2820"	"GPD2"
"152189"	"CMTM8"	"5451"	"POU2F1"
"152189"	"CMTM8"	"9382"	"COG1"
"152189"	"CMTM8"	"8884"	"SLC5A6"
"152189"	"CMTM8"	"27229"	"TUBGCP4"
"152189"	"CMTM8"	"345778"	"MTX3"
"152189"	"CMTM8"	"116151"	"C20orf108"
"152189"	"CMTM8"	"221955"	"DAGLB"
"152189"	"CMTM8"	"7485"	"WRB"
"152189"	"CMTM8"	"527"	"ATP6V0C"
"152189"	"CMTM8"	"51104"	"FAM108B1"
"152189"	"CMTM8"	"10466"	"COG5"
"152189"	"CMTM8"	"5827"	"PXMP2"
"152189"	"CMTM8"	"201232"	"SLC16A13"
"152189"	"CMTM8"	"90550"	"CCDC109A"
"152189"	"CMTM8"	"51537"	"MTFP1"
"152189"	"CMTM8"	"6505"	"SLC1A1"
"128821"	"CST9L"	"347688"	"TUBB8"
"128821"	"CST9L"	"5796"	"PTPRK"
"128821"	"CST9L"	"120071"	"GYLTL1B"
"128821"	"CST9L"	"116969"	"ART5"
"128821"	"CST9L"	"5362"	"PLXNA2"
"128821"	"CST9L"	"55558"	"PLXNA3"
"128821"	"CST9L"	"3909"	"LAMA3"
"128821"	"CST9L"	"3911"	"LAMA5"
"128821"	"CST9L"	"51661"	"FKBP7"
"128821"	"CST9L"	"3685"	"ITGAV"
"128821"	"CST9L"	"5768"	"QSOX1"
"128821"	"CST9L"	"153642"	"ARSK"
"128821"	"CST9L"	"79937"	"CNTNAP3"
"128821"	"CST9L"	"728577"	"CNTNAP3B"
"128821"	"CST9L"	"9945"	"GFPT2"
"128821"	"CST9L"	"7277"	"TUBA4A"
"128821"	"CST9L"	"5865"	"RAB3B"
"128821"	"CST9L"	"116442"	"RAB39B"
"128821"	"CST9L"	"10507"	"SEMA4D"
"128821"	"CST9L"	"4884"	"NPTX1"
"128821"	"CST9L"	"2137"	"EXTL3"
"128821"	"CST9L"	"8754"	"ADAM9"
"128821"	"CST9L"	"2044"	"EPHA5"
"128821"	"CST9L"	"11247"	"NXPH4"
"128821"	"CST9L"	"63917"	"GALNT11"
"128821"	"CST9L"	"3679"	"ITGA7"
"128821"	"CST9L"	"23670"	"TMEM2"
"128821"	"CST9L"	"5885"	"RAD21"
"128821"	"CST9L"	"91775"	"FAM55C"
"128821"	"CST9L"	"57556"	"SEMA6A"
"128821"	"CST9L"	"5125"	"PCSK5"
"128821"	"CST9L"	"122664"	"TPPP2"
"128821"	"CST9L"	"411"	"ARSB"
"128821"	"CST9L"	"64420"	"SUSD1"
"128821"	"CST9L"	"79600"	"TCTN1"
"128821"	"CST9L"	"285203"	"C3orf64"
"128821"	"CST9L"	"54972"	"TMEM132A"
"128821"	"CST9L"	"10678"	"B3GNT2"
"128821"	"CST9L"	"4122"	"MAN2A2"
"128821"	"CST9L"	"9509"	"ADAMTS2"
"128821"	"CST9L"	"6505"	"SLC1A1"
"200895"	"DHFRL1"	"347688"	"TUBB8"
"200895"	"DHFRL1"	"55754"	"TMEM30A"
"200895"	"DHFRL1"	"3309"	"HSPA5"
"200895"	"DHFRL1"	"1363"	"CPE"
"200895"	"DHFRL1"	"9254"	"CACNA2D2"
"200895"	"DHFRL1"	"79867"	"TCTN2"
"79867"	"TCTN2"	"200895"	"DHFRL1"
"200895"	"DHFRL1"	"55757"	"UGGT2"
"55757"	"UGGT2"	"200895"	"DHFRL1"
"200895"	"DHFRL1"	"3643"	"INSR"
"200895"	"DHFRL1"	"3480"	"IGF1R"
"200895"	"DHFRL1"	"57544"	"TXNDC16"
"200895"	"DHFRL1"	"135228"	"CD109"
"200895"	"DHFRL1"	"56983"	"POGLUT1"
"200895"	"DHFRL1"	"10376"	"TUBA1B"
"200895"	"DHFRL1"	"84059"	"GPR98"
"200895"	"DHFRL1"	"25886"	"POC1A"
"200895"	"DHFRL1"	"64881"	"PCDH20"
"64881"	"PCDH20"	"200895"	"DHFRL1"
"200895"	"DHFRL1"	"2548"	"GAA"
"2548"	"GAA"	"200895"	"DHFRL1"
"200895"	"DHFRL1"	"3140"	"MR1"
"200895"	"DHFRL1"	"1956"	"EGFR"
"200895"	"DHFRL1"	"4012"	"LNPEP"
"200895"	"DHFRL1"	"27347"	"STK39"
"200895"	"DHFRL1"	"4126"	"MANBA"
"200895"	"DHFRL1"	"686"	"BTD"
"200895"	"DHFRL1"	"79411"	"GLB1L"
"200895"	"DHFRL1"	"51148"	"CERCAM"
"200895"	"DHFRL1"	"3321"	"IGSF3"
"200895"	"DHFRL1"	"55741"	"EDEM2"
"200895"	"DHFRL1"	"57555"	"NLGN2"
"200895"	"DHFRL1"	"5360"	"PLTP"
"5360"	"PLTP"	"200895"	"DHFRL1"
"2029"	"ENSA"	"122664"	"TPPP2"
"55199"	"FAM86C"	"85002"	"FAM86B1"
"55199"	"FAM86C"	"10971"	"YWHAQ"
"55199"	"FAM86C"	"7529"	"YWHAB"
"55199"	"FAM86C"	"2810"	"SFN"
"55199"	"FAM86C"	"7532"	"YWHAG"
"55199"	"FAM86C"	"7531"	"YWHAE"
"55199"	"FAM86C"	"7534"	"YWHAZ"
"55199"	"FAM86C"	"7533"	"YWHAH"
"55199"	"FAM86C"	"51251"	"NT5C3"
"55199"	"FAM86C"	"9880"	"ZBTB39"
"55199"	"FAM86C"	"22928"	"SEPHS2"
"84191"	"FAM96A"	"9391"	"CIAO1"
"84191"	"FAM96A"	"3658"	"IREB2"
"84191"	"FAM96A"	"64428"	"NARFL"
"51083"	"GAL"	"3309"	"HSPA5"
"51083"	"GAL"	"116225"	"ZMYND19"
"2764"	"GMFB"	"3303"	"HSPA1A"
"2764"	"GMFB"	"22930"	"RAB3GAP1"
"2764"	"GMFB"	"210"	"ALAD"
"2764"	"GMFB"	"10498"	"CARM1"
"2764"	"GMFB"	"33"	"ACADL"
"2764"	"GMFB"	"9535"	"GMFG"
"2764"	"GMFB"	"347688"	"TUBB8"
"338328"	"GPIHBP1"	"347688"	"TUBB8"
"338328"	"GPIHBP1"	"91775"	"FAM55C"
"338328"	"GPIHBP1"	"22926"	"ATF6"
"338328"	"GPIHBP1"	"120071"	"GYLTL1B"
"338328"	"GPIHBP1"	"9215"	"LARGE"
"338328"	"GPIHBP1"	"3913"	"LAMB2"
"338328"	"GPIHBP1"	"55757"	"UGGT2"
"338328"	"GPIHBP1"	"5362"	"PLXNA2"
"338328"	"GPIHBP1"	"55558"	"PLXNA3"
"338328"	"GPIHBP1"	"5046"	"PCSK6"
"338328"	"GPIHBP1"	"5875"	"RABGGTA"
"338328"	"GPIHBP1"	"3643"	"INSR"
"338328"	"GPIHBP1"	"3134"	"HLA-F"
"338328"	"GPIHBP1"	"3915"	"LAMC1"
"338328"	"GPIHBP1"	"79411"	"GLB1L"
"338328"	"GPIHBP1"	"8720"	"MBTPS1"
"338328"	"GPIHBP1"	"57544"	"TXNDC16"
"338328"	"GPIHBP1"	"2588"	"GALNS"
"338328"	"GPIHBP1"	"2132"	"EXT2"
"338328"	"GPIHBP1"	"102"	"ADAM10"
"338328"	"GPIHBP1"	"51809"	"GALNT7"
"338328"	"GPIHBP1"	"64222"	"TOR3A"
"338328"	"GPIHBP1"	"9945"	"GFPT2"
"338328"	"GPIHBP1"	"80267"	"EDEM3"
"338328"	"GPIHBP1"	"26035"	"GLCE"
"338328"	"GPIHBP1"	"153642"	"ARSK"
"338328"	"GPIHBP1"	"54554"	"WDR5B"
"338328"	"GPIHBP1"	"114805"	"GALNT13"
"338328"	"GPIHBP1"	"79937"	"CNTNAP3"
"338328"	"GPIHBP1"	"23505"	"TMEM131"
"338328"	"GPIHBP1"	"10761"	"PLAC1"
"338328"	"GPIHBP1"	"4017"	"LOXL2"
"338328"	"GPIHBP1"	"55761"	"TTC17"
"338328"	"GPIHBP1"	"4124"	"MAN2A1"
"338328"	"GPIHBP1"	"4884"	"NPTX1"
"338328"	"GPIHBP1"	"10607"	"TBL3"
"338328"	"GPIHBP1"	"1292"	"COL6A2"
"338328"	"GPIHBP1"	"4041"	"LRP5"
"338328"	"GPIHBP1"	"285203"	"C3orf64"
"338328"	"GPIHBP1"	"3679"	"ITGA7"
"338328"	"GPIHBP1"	"84059"	"GPR98"
"338328"	"GPIHBP1"	"100507436"	"MICA"
"338328"	"GPIHBP1"	"54480"	"CHPF2"
"338328"	"GPIHBP1"	"57555"	"NLGN2"
"338328"	"GPIHBP1"	"22871"	"NLGN1"
"338328"	"GPIHBP1"	"388650"	"FAM69A"
"338328"	"GPIHBP1"	"79695"	"GALNT12"
"338328"	"GPIHBP1"	"4233"	"MET"
"338328"	"GPIHBP1"	"1388"	"ATF6B"
"338328"	"GPIHBP1"	"53616"	"ADAM22"
"338328"	"GPIHBP1"	"3911"	"LAMA5"
"338328"	"GPIHBP1"	"80179"	"MYO19"
"338328"	"GPIHBP1"	"11247"	"NXPH4"
"338328"	"GPIHBP1"	"66005"	"CHID1"
"338328"	"GPIHBP1"	"23231"	"SEL1L3"
"338328"	"GPIHBP1"	"5796"	"PTPRK"
"338328"	"GPIHBP1"	"55033"	"FKBP14"
"338328"	"GPIHBP1"	"9509"	"ADAMTS2"
"338328"	"GPIHBP1"	"29901"	"SAC3D1"
"338328"	"GPIHBP1"	"4126"	"MANBA"
"338328"	"GPIHBP1"	"64781"	"CERK"
"338328"	"GPIHBP1"	"221806"	"VWDE"
"338328"	"GPIHBP1"	"79586"	"CHPF"
"338328"	"GPIHBP1"	"9427"	"ECEL1"
"338328"	"GPIHBP1"	"686"	"BTD"
"338328"	"GPIHBP1"	"2264"	"FGFR4"
"338328"	"GPIHBP1"	"2743"	"GLRB"
"338328"	"GPIHBP1"	"590"	"BCHE"
"338328"	"GPIHBP1"	"5125"	"PCSK5"
"338328"	"GPIHBP1"	"655"	"BMP7"
"338328"	"GPIHBP1"	"25819"	"CCRN4L"
"338328"	"GPIHBP1"	"23438"	"HARS2"
"338328"	"GPIHBP1"	"64420"	"SUSD1"
"338328"	"GPIHBP1"	"131566"	"DCBLD2"
"338328"	"GPIHBP1"	"4185"	"ADAM11"
"338328"	"GPIHBP1"	"79600"	"TCTN1"
"338328"	"GPIHBP1"	"55959"	"SULF2"
"338328"	"GPIHBP1"	"2650"	"GCNT1"
"338328"	"GPIHBP1"	"6484"	"ST3GAL4"
"338328"	"GPIHBP1"	"51148"	"CERCAM"
"338328"	"GPIHBP1"	"1363"	"CPE"
"338328"	"GPIHBP1"	"374378"	"GALNTL4"
"338328"	"GPIHBP1"	"594"	"BCKDHB"
"338328"	"GPIHBP1"	"64132"	"XYLT2"
"338328"	"GPIHBP1"	"2719"	"GPC3"
"338328"	"GPIHBP1"	"55741"	"EDEM2"
"338328"	"GPIHBP1"	"23213"	"SULF1"
"338328"	"GPIHBP1"	"8516"	"ITGA8"
"338328"	"GPIHBP1"	"54676"	"GTPBP2"
"338328"	"GPIHBP1"	"57190"	"SEPN1"
"338328"	"GPIHBP1"	"11173"	"ADAMTS7"
"338328"	"GPIHBP1"	"656"	"BMP8B"
"338328"	"GPIHBP1"	"56931"	"DUS3L"
"338328"	"GPIHBP1"	"170691"	"ADAMTS17"
"338328"	"GPIHBP1"	"54549"	"SDK2"
"338328"	"GPIHBP1"	"728489"	"DNLZ"
"338328"	"GPIHBP1"	"4241"	"MFI2"
"64388"	"GREM2"	"4036"	"LRP2"
"64388"	"GREM2"	"112939"	"NACC1"
"64388"	"GREM2"	"197131"	"UBR1"
"64388"	"GREM2"	"23140"	"ZZEF1"
"64388"	"GREM2"	"10422"	"UBAC1"
"64388"	"GREM2"	"4289"	"MKLN1"
"64388"	"GREM2"	"79654"	"HECTD3"
"64388"	"GREM2"	"6653"	"SORL1"
"64388"	"GREM2"	"5584"	"PRKCI"
"64388"	"GREM2"	"10296"	"MAEA"
"64388"	"GREM2"	"63891"	"RNF123"
"64388"	"GREM2"	"84078"	"KBTBD7"
"64388"	"GREM2"	"89890"	"KBTBD6"
"64388"	"GREM2"	"283373"	"ANKRD52"
"64388"	"GREM2"	"8878"	"SQSTM1"
"64388"	"GREM2"	"2201"	"FBN2"
"64388"	"GREM2"	"5515"	"PPP2CA"
"64388"	"GREM2"	"1432"	"MAPK14"
"64388"	"GREM2"	"10979"	"FERMT2"
"64388"	"GREM2"	"23382"	"AHCYL2"
"64388"	"GREM2"	"23063"	"WAPAL"
"64388"	"GREM2"	"11169"	"WDHD1"
"64388"	"GREM2"	"54876"	"DCAF16"
"64388"	"GREM2"	"81609"	"SNX27"
"64388"	"GREM2"	"3949"	"LDLR"
"64388"	"GREM2"	"116225"	"ZMYND19"
"345"	"APOC3"	"10954"	"PDIA5"
"345"	"APOC3"	"23065"	"KIAA0090"
"345"	"APOC3"	"640"	"BLK"
"345"	"APOC3"	"79796"	"ALG9"
"345"	"APOC3"	"2734"	"GLG1"
"345"	"APOC3"	"781"	"CACNA2D1"
"345"	"APOC3"	"10328"	"COX4NB"
"345"	"APOC3"	"10269"	"ZMPSTE24"
"345"	"APOC3"	"2629"	"GBA"
"345"	"APOC3"	"10585"	"POMT1"
"345"	"APOC3"	"2081"	"ERN1"
"345"	"APOC3"	"29954"	"POMT2"
"345"	"APOC3"	"51449"	"PCYOX1"
"345"	"APOC3"	"339123"	"JMJD8"
"3043"	"HBB"	"3312"	"HSPA8"
"3312"	"HSPA8"	"3043"	"HBB"
"3043"	"HBB"	"54902"	"TTC19"
"3043"	"HBB"	"5705"	"PSMC5"
"5705"	"PSMC5"	"3043"	"HBB"
"3043"	"HBB"	"7335"	"UBE2V1"
"7335"	"UBE2V1"	"3043"	"HBB"
"8336"	"HIST1H2AM"	"51574"	"LARP7"
"8336"	"HIST1H2AM"	"4673"	"NAP1L1"
"8336"	"HIST1H2AM"	"55226"	"NAT10"
"8336"	"HIST1H2AM"	"57708"	"MIER1"
"8336"	"HIST1H2AM"	"3065"	"HDAC1"
"8336"	"HIST1H2AM"	"7508"	"XPC"
"8336"	"HIST1H2AM"	"8531"	"CSDA"
"8336"	"HIST1H2AM"	"4904"	"YBX1"
"8336"	"HIST1H2AM"	"51087"	"YBX2"
"8336"	"HIST1H2AM"	"54856"	"GON4L"
"8336"	"HIST1H2AM"	"9555"	"H2AFY"
"8336"	"HIST1H2AM"	"11198"	"SUPT16H"
"8336"	"HIST1H2AM"	"3980"	"LIG3"
"8336"	"HIST1H2AM"	"79813"	"EHMT1"
"8336"	"HIST1H2AM"	"57062"	"DDX24"
"8336"	"HIST1H2AM"	"6204"	"RPS10"
"8336"	"HIST1H2AM"	"6188"	"RPS3"
"8336"	"HIST1H2AM"	"9188"	"DDX21"
"8336"	"HIST1H2AM"	"142"	"PARP1"
"8336"	"HIST1H2AM"	"51188"	"SS18L2"
"8336"	"HIST1H2AM"	"79080"	"CCDC86"
"8336"	"HIST1H2AM"	"404734"	"ANKHD1-EIF4EBP3"
"8336"	"HIST1H2AM"	"79724"	"ZNF768"
"8336"	"HIST1H2AM"	"6122"	"RPL3"
"8336"	"HIST1H2AM"	"23223"	"RRP12"
"8336"	"HIST1H2AM"	"388272"	"C16orf87"
"8336"	"HIST1H2AM"	"4171"	"MCM2"
"8336"	"HIST1H2AM"	"1736"	"DKC1"
"8336"	"HIST1H2AM"	"55705"	"IPO9"
"8336"	"HIST1H2AM"	"1993"	"ELAVL2"
"8336"	"HIST1H2AM"	"3010"	"HIST1H1T"
"8336"	"HIST1H2AM"	"221785"	"ZNF498"
"8336"	"HIST1H2AM"	"5496"	"PPM1G"
"8336"	"HIST1H2AM"	"10919"	"EHMT2"
"8336"	"HIST1H2AM"	"8394"	"PIP5K1A"
"8336"	"HIST1H2AM"	"8970"	"HIST1H2BJ"
"8336"	"HIST1H2AM"	"85236"	"HIST1H2BK"
"8336"	"HIST1H2AM"	"84319"	"C3orf26"
"8336"	"HIST1H2AM"	"51121"	"RPL26L1"
"8336"	"HIST1H2AM"	"22974"	"TPX2"
"8336"	"HIST1H2AM"	"9733"	"SART3"
"8336"	"HIST1H2AM"	"6193"	"RPS5"
"8336"	"HIST1H2AM"	"65095"	"KRI1"
"8336"	"HIST1H2AM"	"8602"	"NOP14"
"8336"	"HIST1H2AM"	"6749"	"SSRP1"
"8336"	"HIST1H2AM"	"3015"	"H2AFZ"
"8336"	"HIST1H2AM"	"317772"	"HIST2H2AB"
"8336"	"HIST1H2AM"	"85364"	"ZCCHC3"
"8336"	"HIST1H2AM"	"6596"	"HLTF"
"8336"	"HIST1H2AM"	"90957"	"DHX57"
"8336"	"HIST1H2AM"	"166968"	"MIER3"
"8336"	"HIST1H2AM"	"10667"	"FARS2"
"8336"	"HIST1H2AM"	"9557"	"CHD1L"
"8336"	"HIST1H2AM"	"5073"	"PARN"
"8336"	"HIST1H2AM"	"57585"	"CRAMP1L"
"8336"	"HIST1H2AM"	"79954"	"NOL10"
"8336"	"HIST1H2AM"	"6166"	"RPL36AL"
"8336"	"HIST1H2AM"	"7515"	"XRCC1"
"8336"	"HIST1H2AM"	"6223"	"RPS19"
"8336"	"HIST1H2AM"	"6209"	"RPS15"
"8336"	"HIST1H2AM"	"10428"	"CFDP1"
"8336"	"HIST1H2AM"	"54881"	"TEX10"
"8336"	"HIST1H2AM"	"79050"	"NOC4L"
"8336"	"HIST1H2AM"	"11103"	"KRR1"
"8336"	"HIST1H2AM"	"1069"	"CETN2"
"8336"	"HIST1H2AM"	"55133"	"SRBD1"
"8336"	"HIST1H2AM"	"253714"	"MMS22L"
"8336"	"HIST1H2AM"	"200558"	"APLF"
"8336"	"HIST1H2AM"	"10523"	"CHERP"
"8336"	"HIST1H2AM"	"6139"	"RPL17"
"8336"	"HIST1H2AM"	"4343"	"MOV10"
"8336"	"HIST1H2AM"	"23350"	"U2SURP"
"8336"	"HIST1H2AM"	"29889"	"GNL2"
"8336"	"HIST1H2AM"	"9678"	"PHF14"
"8336"	"HIST1H2AM"	"4796"	"TONSL"
"8336"	"HIST1H2AM"	"10038"	"PARP2"
"8336"	"HIST1H2AM"	"6234"	"RPS28"
"8336"	"HIST1H2AM"	"9425"	"CDYL"
"8336"	"HIST1H2AM"	"84248"	"FYTTD1"
"8336"	"HIST1H2AM"	"6218"	"RPS17"
"8336"	"HIST1H2AM"	"10573"	"MRPL28"
"8336"	"HIST1H2AM"	"28998"	"MRPL13"
"8336"	"HIST1H2AM"	"63977"	"PRDM15"
"8336"	"HIST1H2AM"	"84159"	"ARID5B"
"8336"	"HIST1H2AM"	"5813"	"PURA"
"8336"	"HIST1H2AM"	"84164"	"ASCC2"
